profile_id,device_info,os,browser,screen,device_type
Windows | UnknownOS | chrome 62.0 | UnknownScreen,Windows,nan,chrome 62.0,nan,desktop
SM-J510MN Build/MMB29M | UnknownOS | chrome generic for android | UnknownScreen,SM-J510MN Build/MMB29M,nan,chrome generic for android,nan,mobile
rv:58.0 | UnknownOS | firefox | UnknownScreen,rv:58.0,nan,firefox,nan,desktop
SM-G950F Build/NRD90M | UnknownOS | chrome generic for android | UnknownScreen,SM-G950F Build/NRD90M,nan,chrome generic for android,nan,mobile
SM-A310M Build/LMY47X | UnknownOS | chrome generic | UnknownScreen,SM-A310M Build/LMY47X,nan,chrome generic,nan,mobile
ALE-L23 Build/HuaweiALE-L23 | UnknownOS | chrome 56.0 for android | UnknownScreen,ALE-L23 Build/HuaweiALE-L23,nan,chrome 56.0 for android,nan,mobile
SM-G955U1 Build/NRD90M | UnknownOS | chrome generic for android | UnknownScreen,SM-G955U1 Build/NRD90M,nan,chrome generic for android,nan,mobile
UnknownDevice | Android | chrome | 855x480,nan,Android,chrome,855x480,mobile
Turbo C5 Build/LMY47I | UnknownOS | chrome 63.0 for android | UnknownScreen,Turbo C5 Build/LMY47I,nan,chrome 63.0 for android,nan,mobile
Windows | Windows 7 | chrome 63.0 | 1024x768,Windows,Windows 7,chrome 63.0,1024x768,desktop
Blade V6 Max Build/MRA58K | UnknownOS | chrome 63.0 for android | UnknownScreen,Blade V6 Max Build/MRA58K,nan,chrome 63.0 for android,nan,mobile
Windows | UnknownOS | firefox 58.0 | UnknownScreen,Windows,nan,firefox 58.0,nan,desktop
Windows | Windows Vista | firefox 52.0 | 1152x864,Windows,Windows Vista,firefox 52.0,1152x864,desktop
SM-N950U Build/NMF26X | Android 7.1.1 | chrome 64.0 for android | 2960x1440,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,2960x1440,mobile
HUAWEI TAG-L13 Build/HUAWEITAG-L13 | UnknownOS | chrome 64.0 for android | UnknownScreen,HUAWEI TAG-L13 Build/HUAWEITAG-L13,nan,chrome 64.0 for android,nan,mobile
UnknownDevice | UnknownOS | chrome 64.0 | UnknownScreen,nan,nan,chrome 64.0,nan,desktop
Windows | UnknownOS | chrome 64.0 | UnknownScreen,Windows,nan,chrome 64.0,nan,desktop
iOS Device | iOS 10.3.2 | mobile safari generic | 1136x640,iOS Device,iOS 10.3.2,mobile safari generic,1136x640,mobile
rv:42.0 | UnknownOS | firefox | UnknownScreen,rv:42.0,nan,firefox,nan,desktop
Moto G (5) Build/NPP25.137-93 | UnknownOS | chrome generic | UnknownScreen,Moto G (5) Build/NPP25.137-93,nan,chrome generic,nan,mobile
SM-N950U Build/NMF26X | Android 7.1.1 | chrome 64.0 for android | UnknownScreen,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,nan,mobile
LG-M320 Build/NRD90U | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-M320 Build/NRD90U,nan,chrome 64.0 for android,nan,mobile
UnknownDevice | Android | chrome 63.0 | 801x480,nan,Android,chrome 63.0,801x480,mobile
rv:58.0 | UnknownOS | Generic/Android 7.0 | UnknownScreen,rv:58.0,nan,Generic/Android 7.0,nan,mobile
SM-J710MN Build/MMB29K | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-J710MN Build/MMB29K,nan,chrome 64.0 for android,nan,mobile
E5506 Build/29.1.A.0.101 | UnknownOS | chrome 49.0 for android | UnknownScreen,E5506 Build/29.1.A.0.101,nan,chrome 49.0 for android,nan,mobile
8050G Build/LMY47I | UnknownOS | chrome 55.0 for android | UnknownScreen,8050G Build/LMY47I,nan,chrome 55.0 for android,nan,mobile
SM-A520F Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-A520F Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
LG-K500 Build/MMB29M | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-K500 Build/MMB29M,nan,chrome 64.0 for android,nan,mobile
Hisense L675 Build/MRA58K | UnknownOS | chrome 55.0 for android | UnknownScreen,Hisense L675 Build/MRA58K,nan,chrome 55.0 for android,nan,mobile
SM-G355M Build/KOT49H | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-G355M Build/KOT49H,nan,chrome 63.0 for android,nan,mobile
SM-N920A Build/MMB29K | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-N920A Build/MMB29K,nan,chrome 63.0 for android,nan,mobile
SAMSUNG SM-G925I Build/NRD90M | UnknownOS | samsung browser 5.4 | UnknownScreen,SAMSUNG SM-G925I Build/NRD90M,nan,samsung browser 5.4,nan,mobile
iOS Device | iOS 11.2.5 | mobile safari generic | 2208x1242,iOS Device,iOS 11.2.5,mobile safari generic,2208x1242,mobile
Windows | Windows 10 | ie 11.0 for tablet | UnknownScreen,Windows,Windows 10,ie 11.0 for tablet,nan,desktop
SM-G955F Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G955F Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
Lenovo TB-7703X Build/S100 | UnknownOS | chrome 62.0 for android | UnknownScreen,Lenovo TB-7703X Build/S100,nan,chrome 62.0 for android,nan,mobile
SM-J730GM Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-J730GM Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
SM-G935F Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G935F Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1680x1050,Trident/7.0,Windows 7,ie 11.0 for desktop,1680x1050,desktop
Windows | Windows 7 | chrome 64.0 | 1366x768,Windows,Windows 7,chrome 64.0,1366x768,desktop
SM-G930F Build/MMB29K | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G930F Build/MMB29K,nan,chrome 64.0 for android,nan,mobile
LG-D331 Build/LRX22G | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-D331 Build/LRX22G,nan,chrome 64.0 for android,nan,mobile
Android 6.0 | UnknownOS | android webview 4.0 | UnknownScreen,Android 6.0,nan,android webview 4.0,nan,mobile
Turbo C5 Build/LMY47I | UnknownOS | chrome 64.0 for android | UnknownScreen,Turbo C5 Build/LMY47I,nan,chrome 64.0 for android,nan,mobile
Blade | UnknownOS | chrome 64.0 for android | UnknownScreen,Blade,nan,chrome 64.0 for android,nan,mobile
ALE-L23 Build/HuaweiALE-L23 | UnknownOS | chrome 64.0 for android | UnknownScreen,ALE-L23 Build/HuaweiALE-L23,nan,chrome 64.0 for android,nan,mobile
F3113 Build/33.2.A.3.81 | UnknownOS | chrome 51.0 for android | UnknownScreen,F3113 Build/33.2.A.3.81,nan,chrome 51.0 for android,nan,mobile
iOS Device | iOS 10.2.1 | mobile safari generic | 1334x750,iOS Device,iOS 10.2.1,mobile safari generic,1334x750,mobile
iOS Device | iOS 11.2.2 | mobile safari generic | 1136x640,iOS Device,iOS 11.2.2,mobile safari generic,1136x640,mobile
ZTE Blade A511 Build/MRA58K | UnknownOS | chrome 63.0 for android | UnknownScreen,ZTE Blade A511 Build/MRA58K,nan,chrome 63.0 for android,nan,mobile
iOS Device | iOS 11.2.2 | mobile safari generic | 2001x1125,iOS Device,iOS 11.2.2,mobile safari generic,2001x1125,mobile
TA-1039 Build/NMF26F | UnknownOS | chrome 64.0 for android | UnknownScreen,TA-1039 Build/NMF26F,nan,chrome 64.0 for android,nan,mobile
SM-J111M Build/LMY47V | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-J111M Build/LMY47V,nan,chrome 63.0 for android,nan,mobile
LG-X180g Build/LMY47I | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-X180g Build/LMY47I,nan,chrome 64.0 for android,nan,mobile
SM-P580 Build/NRD90M | UnknownOS | chrome 56.0 for android | UnknownScreen,SM-P580 Build/NRD90M,nan,chrome 56.0 for android,nan,mobile
TA-1039 Build/N2G47H | UnknownOS | chrome 64.0 for android | UnknownScreen,TA-1039 Build/N2G47H,nan,chrome 64.0 for android,nan,mobile
HTC Desire 530 Build/MMB29M | UnknownOS | chrome 62.0 for android | UnknownScreen,HTC Desire 530 Build/MMB29M,nan,chrome 62.0 for android,nan,mobile
SM-T530 Build/LRX22G | UnknownOS | chrome 63.0 for android | UnknownScreen,SM-T530 Build/LRX22G,nan,chrome 63.0 for android,nan,mobile
MacOS | Mac OS X 10_9_5 | chrome 63.0 | 1280x800,MacOS,Mac OS X 10_9_5,chrome 63.0,1280x800,desktop
LG-H990 Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-H990 Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
Moto X Play Build/NPD26.48-24-1 | UnknownOS | chrome 64.0 for android | UnknownScreen,Moto X Play Build/NPD26.48-24-1,nan,chrome 64.0 for android,nan,mobile
Redmi Note 4 Build/NRD90M | UnknownOS | chrome 61.0 for android | UnknownScreen,Redmi Note 4 Build/NRD90M,nan,chrome 61.0 for android,nan,mobile
verykoolS5525 | UnknownOS | android webview 4.0 | UnknownScreen,verykoolS5525,nan,android webview 4.0,nan,mobile
Lenovo K33b36 Build/NRD90N | UnknownOS | chrome 64.0 for android | UnknownScreen,Lenovo K33b36 Build/NRD90N,nan,chrome 64.0 for android,nan,mobile
LG-K410 Build/LRX22G | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-K410 Build/LRX22G,nan,chrome 64.0 for android,nan,mobile
HUAWEI Y520-U03 Build/HUAWEIY520-U03 | UnknownOS | chrome 63.0 for android | UnknownScreen,HUAWEI Y520-U03 Build/HUAWEIY520-U03,nan,chrome 63.0 for android,nan,mobile
5010S Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,5010S Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
F3313 Build/37.0.A.2.108 | UnknownOS | chrome 64.0 for android | UnknownScreen,F3313 Build/37.0.A.2.108,nan,chrome 64.0 for android,nan,mobile
MYA-L13 Build/HUAWEIMYA-L13 | UnknownOS | other | UnknownScreen,MYA-L13 Build/HUAWEIMYA-L13,nan,other,nan,mobile
HTC U11 Build/NMF26X | UnknownOS | chrome 64.0 for android | UnknownScreen,HTC U11 Build/NMF26X,nan,chrome 64.0 for android,nan,mobile
Ilium L1120 Build/NRD90M | UnknownOS | chrome 60.0 for android | UnknownScreen,Ilium L1120 Build/NRD90M,nan,chrome 60.0 for android,nan,mobile
SM-J700M Build/MMB29K | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-J700M Build/MMB29K,nan,chrome 64.0 for android,nan,mobile
Ilium X520 Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,Ilium X520 Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
SM-T280 Build/LMY47V | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-T280 Build/LMY47V,nan,chrome 64.0 for android,nan,mobile
LG-M700 Build/NMF26X | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-M700 Build/NMF26X,nan,chrome 64.0 for android,nan,mobile
SM-G530H Build/KTU84P | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G530H Build/KTU84P,nan,chrome 64.0 for android,nan,mobile
SAMSUNG SM-S727VL Build/MMB29M | Android 6.0.1 | samsung browser 6.2 | 1280x720,SAMSUNG SM-S727VL Build/MMB29M,Android 6.0.1,samsung browser 6.2,1280x720,mobile
SAMSUNG SM-J701M Build/NRD90M | UnknownOS | samsung browser 6.2 | UnknownScreen,SAMSUNG SM-J701M Build/NRD90M,nan,samsung browser 6.2,nan,mobile
SM-G930V Build/NRD90M | Android 7.0 | chrome 64.0 for android | 1920x1080,SM-G930V Build/NRD90M,Android 7.0,chrome 64.0 for android,1920x1080,mobile
TRT-L53 Build/HUAWEITRT-L53 | UnknownOS | chrome 64.0 for android | UnknownScreen,TRT-L53 Build/HUAWEITRT-L53,nan,chrome 64.0 for android,nan,mobile
iOS Device | iOS 11.1.0 | mobile safari generic | 1334x750,iOS Device,iOS 11.1.0,mobile safari generic,1334x750,mobile
M4 SS4456 Build/LMY47V | UnknownOS | M4Tel/M4 | UnknownScreen,M4 SS4456 Build/LMY47V,nan,M4Tel/M4,nan,mobile
WAS-LX3 Build/HUAWEIWAS-LX3 | UnknownOS | chrome 64.0 for android | UnknownScreen,WAS-LX3 Build/HUAWEIWAS-LX3,nan,chrome 64.0 for android,nan,mobile
SAMSUNG SM-G925F Build/NRD90M | UnknownOS | samsung browser 6.2 | UnknownScreen,SAMSUNG SM-G925F Build/NRD90M,nan,samsung browser 6.2,nan,mobile
SM-G531H Build/LMY48B | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G531H Build/LMY48B,nan,chrome 64.0 for android,nan,mobile
LG-K240 Build/MXB48T | UnknownOS | chrome 63.0 for android | UnknownScreen,LG-K240 Build/MXB48T,nan,chrome 63.0 for android,nan,mobile
SM-G930F Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G930F Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
MotoG3 Build/MPIS24.65-33.1-2-16 | UnknownOS | chrome 64.0 for android | UnknownScreen,MotoG3 Build/MPIS24.65-33.1-2-16,nan,chrome 64.0 for android,nan,mobile
Nexus 6 Build/N6F27M | UnknownOS | chrome 64.0 for android | UnknownScreen,Nexus 6 Build/N6F27M,nan,chrome 64.0 for android,nan,mobile
5010G Build/MRA58K | UnknownOS | chrome 61.0 for android | UnknownScreen,5010G Build/MRA58K,nan,chrome 61.0 for android,nan,mobile
SM-J510MN Build/MMB29M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-J510MN Build/MMB29M,nan,chrome 64.0 for android,nan,mobile
AX1070 | UnknownOS | chrome 63.0 for android | UnknownScreen,AX1070,nan,chrome 63.0 for android,nan,mobile
UnknownDevice | UnknownOS | comodo | UnknownScreen,nan,nan,comodo,nan,desktop
PRA-LX3 Build/HUAWEIPRA-LX3 | UnknownOS | chrome 64.0 for android | UnknownScreen,PRA-LX3 Build/HUAWEIPRA-LX3,nan,chrome 64.0 for android,nan,mobile
SM-J320M Build/LMY47V | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-J320M Build/LMY47V,nan,chrome 64.0 for android,nan,mobile
rv:58.0 | UnknownOS | firefox 58.0 | UnknownScreen,rv:58.0,nan,firefox 58.0,nan,desktop
Windows | Windows 10 | chrome 63.0 | 2048x1152,Windows,Windows 10,chrome 63.0,2048x1152,desktop
SM-G570M Build/MMB29K | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G570M Build/MMB29K,nan,chrome 64.0 for android,nan,mobile
iOS Device | iOS 11.0.3 | mobile safari generic | 2208x1242,iOS Device,iOS 11.0.3,mobile safari generic,2208x1242,mobile
UnknownDevice | UnknownOS | chrome 64.0 for ios | UnknownScreen,nan,nan,chrome 64.0 for ios,nan,mobile
Lenovo K33b36 Build/MMB29M | UnknownOS | chrome 64.0 for android | UnknownScreen,Lenovo K33b36 Build/MMB29M,nan,chrome 64.0 for android,nan,mobile
Windows | Windows 7 | firefox 58.0 | 1280x1024,Windows,Windows 7,firefox 58.0,1280x1024,desktop
SENS | UnknownOS | android webview 4.0 | UnknownScreen,SENS,nan,android webview 4.0,nan,mobile
5056A Build/MMB29M | UnknownOS | chrome 64.0 for android | UnknownScreen,5056A Build/MMB29M,nan,chrome 64.0 for android,nan,mobile
MYA-L13 Build/HUAWEIMYA-L13 | UnknownOS | chrome 64.0 for android | UnknownScreen,MYA-L13 Build/HUAWEIMYA-L13,nan,chrome 64.0 for android,nan,mobile
SM-N920C Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-N920C Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
SM-T530 Build/LRX22G | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-T530 Build/LRX22G,nan,chrome 64.0 for android,nan,mobile
E6603 Build/32.4.A.1.54 | UnknownOS | chrome 64.0 for android | UnknownScreen,E6603 Build/32.4.A.1.54,nan,chrome 64.0 for android,nan,mobile
HUAWEI RIO-L03 Build/HUAWEIRIO-L03 | UnknownOS | chrome 64.0 for android | UnknownScreen,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,nan,chrome 64.0 for android,nan,mobile
BAC-L03 Build/HUAWEIBAC-L03 | UnknownOS | chrome 64.0 for android | UnknownScreen,BAC-L03 Build/HUAWEIBAC-L03,nan,chrome 64.0 for android,nan,mobile
SM-A510M Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-A510M Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1440x900,Trident/7.0,Windows 7,ie 11.0 for desktop,1440x900,desktop
Ilium LT500 Build/LMY47O | UnknownOS | chrome 62.0 for android | UnknownScreen,Ilium LT500 Build/LMY47O,nan,chrome 62.0 for android,nan,mobile
SM-G610M Build/MMB29K | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G610M Build/MMB29K,nan,chrome 64.0 for android,nan,mobile
HTC Desire 526G Build/KOT49H | UnknownOS | chrome 63.0 for android | UnknownScreen,HTC Desire 526G Build/KOT49H,nan,chrome 63.0 for android,nan,mobile
MacOS | Mac OS X 10_13_3 | safari generic | 5120x2880,MacOS,Mac OS X 10_13_3,safari generic,5120x2880,desktop
SM-N950F Build/NMF26X | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-N950F Build/NMF26X,nan,chrome 64.0 for android,nan,mobile
Moto Z2 Play Build/NPSS26.118-19-14 | UnknownOS | chrome 64.0 for android | UnknownScreen,Moto Z2 Play Build/NPSS26.118-19-14,nan,chrome 64.0 for android,nan,mobile
rv:47.0 | Windows 10 | firefox 47.0 | 1768x992,rv:47.0,Windows 10,firefox 47.0,1768x992,desktop
SM-G530H Build/LRX22G | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G530H Build/LRX22G,nan,chrome 64.0 for android,nan,mobile
rv:60.0 | UnknownOS | firefox generic | UnknownScreen,rv:60.0,nan,firefox generic,nan,desktop
Alcatel_5098O Build/MMB29M | UnknownOS | chrome 64.0 for android | UnknownScreen,Alcatel_5098O Build/MMB29M,nan,chrome 64.0 for android,nan,mobile
iOS Device | iOS 11.2.5 | mobile safari generic | 2436x1125,iOS Device,iOS 11.2.5,mobile safari generic,2436x1125,mobile
HTC One_M8 Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,HTC One_M8 Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
Moto G Play Build/MPIS24.241-15.3-26 | UnknownOS | chrome 64.0 for android | UnknownScreen,Moto G Play Build/MPIS24.241-15.3-26,nan,chrome 64.0 for android,nan,mobile
SM-G570M Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G570M Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
Ilium X710 Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,Ilium X710 Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
Moto C Build/NRD90M.054 | UnknownOS | chrome 62.0 for android | UnknownScreen,Moto C Build/NRD90M.054,nan,chrome 62.0 for android,nan,mobile
Linux i686 | UnknownOS | firefox 57.0 | UnknownScreen,Linux i686,nan,firefox 57.0,nan,desktop
SM-G955U Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G955U Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
SM-J710F Build/NRD90M | UnknownOS | chrome 61.0 for android | UnknownScreen,SM-J710F Build/NRD90M,nan,chrome 61.0 for android,nan,mobile
Z9 PLUS Build/NRD90M | UnknownOS | chrome 63.0 for android | UnknownScreen,Z9 PLUS Build/NRD90M,nan,chrome 63.0 for android,nan,mobile
TRT-L53 Build/HUAWEITRT-L53 | UnknownOS | chrome 59.0 for android | UnknownScreen,TRT-L53 Build/HUAWEITRT-L53,nan,chrome 59.0 for android,nan,mobile
SAMSUNG SM-J710MN Build/MMB29K | UnknownOS | samsung browser 6.2 | UnknownScreen,SAMSUNG SM-J710MN Build/MMB29K,nan,samsung browser 6.2,nan,mobile
RNE-L03 Build/HUAWEIRNE-L03 | UnknownOS | chrome 64.0 for android | UnknownScreen,RNE-L03 Build/HUAWEIRNE-L03,nan,chrome 64.0 for android,nan,mobile
HUAWEI | UnknownOS | chrome 64.0 for android | UnknownScreen,HUAWEI,nan,chrome 64.0 for android,nan,mobile
Dash | UnknownOS | chrome 61.0 for android | UnknownScreen,Dash,nan,chrome 61.0 for android,nan,mobile
SM-G950U Build/NRD90M | UnknownOS | android webview 4.0 | UnknownScreen,SM-G950U Build/NRD90M,nan,android webview 4.0,nan,mobile
F3113 Build/33.3.A.1.97 | UnknownOS | chrome 64.0 for android | UnknownScreen,F3113 Build/33.3.A.1.97,nan,chrome 64.0 for android,nan,mobile
Blade V6 Plus Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,Blade V6 Plus Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
SM-G532M Build/MMB29T | UnknownOS | chrome 61.0 for android | UnknownScreen,SM-G532M Build/MMB29T,nan,chrome 61.0 for android,nan,mobile
SLA-L03 Build/HUAWEISLA-L03 | UnknownOS | chrome 64.0 for android | UnknownScreen,SLA-L03 Build/HUAWEISLA-L03,nan,chrome 64.0 for android,nan,mobile
NX521J | UnknownOS | chrome 64.0 for android | UnknownScreen,NX521J,nan,chrome 64.0 for android,nan,mobile
Moto Z2 Play Build/NPSS26.118-19-4 | UnknownOS | chrome 64.0 for android | UnknownScreen,Moto Z2 Play Build/NPSS26.118-19-4,nan,chrome 64.0 for android,nan,mobile
916 | UnknownOS | chrome 59.0 for android | UnknownScreen,916,nan,chrome 59.0 for android,nan,mobile
LG-X210 Build/LMY47I | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-X210 Build/LMY47I,nan,chrome 64.0 for android,nan,mobile
4034G | UnknownOS | chrome 64.0 for android | UnknownScreen,4034G,nan,chrome 64.0 for android,nan,mobile
TA-1027 | UnknownOS | chrome 64.0 for android | UnknownScreen,TA-1027,nan,chrome 64.0 for android,nan,mobile
PLUS | UnknownOS | chrome 63.0 for android | UnknownScreen,PLUS,nan,chrome 63.0 for android,nan,mobile
iOS Device | iOS 11.2.1 | mobile safari generic | 2048x1536,iOS Device,iOS 11.2.1,mobile safari generic,2048x1536,mobile
SM-P550 Build/NMF26X | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-P550 Build/NMF26X,nan,chrome 64.0 for android,nan,mobile
EVA-L09 Build/HUAWEIEVA-L09 | UnknownOS | chrome 64.0 for android | UnknownScreen,EVA-L09 Build/HUAWEIEVA-L09,nan,chrome 64.0 for android,nan,mobile
BLL-L23 Build/HUAWEIBLL-L23 | UnknownOS | chrome 64.0 for android | UnknownScreen,BLL-L23 Build/HUAWEIBLL-L23,nan,chrome 64.0 for android,nan,mobile
LG-K580 Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-K580 Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
LG-H840 Build/MMB29M | UnknownOS | chrome 64.0 for android | UnknownScreen,LG-H840 Build/MMB29M,nan,chrome 64.0 for android,nan,mobile
iOS Device | iOS 11.2.5 | mobile safari generic | 2001x1125,iOS Device,iOS 11.2.5,mobile safari generic,2001x1125,mobile
M4 SS4453 Build/MMB29M | UnknownOS | chrome 51.0 for android | UnknownScreen,M4 SS4453 Build/MMB29M,nan,chrome 51.0 for android,nan,mobile
Blade V580 Build/LMY47D | UnknownOS | chrome 64.0 for android | UnknownScreen,Blade V580 Build/LMY47D,nan,chrome 64.0 for android,nan,mobile
F3213 Build/36.1.A.1.86 | UnknownOS | chrome 64.0 for android | UnknownScreen,F3213 Build/36.1.A.1.86,nan,chrome 64.0 for android,nan,mobile
9203A Build/MRA58K | UnknownOS | chrome 49.0 for android | UnknownScreen,9203A Build/MRA58K,nan,chrome 49.0 for android,nan,mobile
5012G Build/MRA58K | UnknownOS | chrome 62.0 for android | UnknownScreen,5012G Build/MRA58K,nan,chrome 62.0 for android,nan,mobile
SM-G920T Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-G920T Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
F3213 Build/36.0.A.2.146 | UnknownOS | chrome 64.0 for android | UnknownScreen,F3213 Build/36.0.A.2.146,nan,chrome 64.0 for android,nan,mobile
5025G Build/LMY47I | UnknownOS | chrome 55.0 for android | UnknownScreen,5025G Build/LMY47I,nan,chrome 55.0 for android,nan,mobile
SM-A310M Build/LMY47X | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-A310M Build/LMY47X,nan,chrome 64.0 for android,nan,mobile
Lenovo A6020l37 Build/LMY47V | UnknownOS | chrome 64.0 for android | UnknownScreen,Lenovo A6020l37 Build/LMY47V,nan,chrome 64.0 for android,nan,mobile
HTC Desire 650 Build/MMB29M | UnknownOS | chrome 64.0 for android | UnknownScreen,HTC Desire 650 Build/MMB29M,nan,chrome 64.0 for android,nan,mobile
Z2 | UnknownOS | android webview 4.0 | UnknownScreen,Z2,nan,android webview 4.0,nan,mobile
Blade L2 Plus Build/KOT49H | UnknownOS | ZTE/Blade | UnknownScreen,Blade L2 Plus Build/KOT49H,nan,ZTE/Blade,nan,mobile
E6853 Build/32.4.A.1.54 | UnknownOS | chrome 64.0 for android | UnknownScreen,E6853 Build/32.4.A.1.54,nan,chrome 64.0 for android,nan,mobile
HUAWEI RIO-L03 Build/HUAWEIRIO-L03 | UnknownOS | chrome 59.0 for android | UnknownScreen,HUAWEI RIO-L03 Build/HUAWEIRIO-L03,nan,chrome 59.0 for android,nan,mobile
REVVLPLUS | Android 7.1.1 | chrome 64.0 for android | 1920x1080,REVVLPLUS,Android 7.1.1,chrome 64.0 for android,1920x1080,mobile
Ilium LT510 Build/MRA58K | UnknownOS | chrome 62.0 for android | UnknownScreen,Ilium LT510 Build/MRA58K,nan,chrome 62.0 for android,nan,mobile
CHC-U03 Build/HuaweiCHC-U03 | UnknownOS | chrome 57.0 for android | UnknownScreen,CHC-U03 Build/HuaweiCHC-U03,nan,chrome 57.0 for android,nan,mobile
HUAWEI VNS-L53 Build/HUAWEIVNS-L53 | UnknownOS | chrome 64.0 for android | UnknownScreen,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,nan,chrome 64.0 for android,nan,mobile
5080A Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,5080A Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
Ilium L620 Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,Ilium L620 Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
BLADE V8 SE Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,BLADE V8 SE Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
SM-A720F Build/NRD90M | UnknownOS | chrome 58.0 for android | UnknownScreen,SM-A720F Build/NRD90M,nan,chrome 58.0 for android,nan,mobile
Joy | UnknownOS | chrome 64.0 for android | UnknownScreen,Joy,nan,chrome 64.0 for android,nan,mobile
SGH-M919V | UnknownOS | chrome 64.0 for android | UnknownScreen,SGH-M919V,nan,chrome 64.0 for android,nan,mobile
F5121 Build/34.3.A.0.252 | UnknownOS | chrome 64.0 for android | UnknownScreen,F5121 Build/34.3.A.0.252,nan,chrome 64.0 for android,nan,mobile
LG-K500 Build/MMB29M | UnknownOS | chrome 50.0 for android | UnknownScreen,LG-K500 Build/MMB29M,nan,chrome 50.0 for android,nan,mobile
SM-J500M Build/LMY48B | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-J500M Build/LMY48B,nan,chrome 64.0 for android,nan,mobile
