case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,first_fraud_txn_id,txn_ids,n_txns,exposure_usd,connected_card_ids,actions_taken,report_filed,analyst_notes
CC-3899,C02354,C02354-K2,2016-09-24 18:20:06,2016-09-30 05:20:06,confirmed_fraud,account_takeover,3287842.0,3287842|3291285|3294069|3294310|3294923|3294932,6,567.93,,CREATE_CASE|BLOCK_CARD,No,Case CC-3899: cardholder C02354 reported unrecognized activity on card C02354-K2. 6 transaction(s) between 2016-09-21 and 2016-09-24 totaling $567.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3905,C11923,C11923-K2,2016-09-24 21:43:58,2016-09-27 19:43:58,confirmed_fraud,card_not_present_new_device,3257020.0,3257020|3257030|3257080|3257121|3257584|3257647|3259674|3263403|3263419|3264289|3266394|3269346|3270045|3271281|3271291|3273531|3274038|3274582|3276134|3276895|3276960|3277868|3280771|3281699|3281735|3283597|3289024|3289315|3289316|3289319|3289322|3289323|3289325|3289328|3289753|3289762|3289809|3289966|3289991|3290047|3292106|3292107|3292108|3293317,44,1397.53,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3905: cardholder C11923 reported unrecognized activity on card C11923-K2. 44 transaction(s) between 2016-09-11 and 2016-09-23 totaling $1,397.53 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SAMSUNG SM-G532M Build/MMB29T on Samsung/SM-G532M. Card blocked and reissued. Customer reimbursed."
CC-3928,C13171,C13171-K2,2016-09-25 06:58:46,2016-09-30 07:58:46,confirmed_fraud,card_not_present_new_device,3288848.0,3288848|3293885|3294390|3295001,4,165.82,,CREATE_CASE|BLOCK_CARD,No,"Case CC-3928: cardholder C13171 reported unrecognized activity on card C13171-K2. 4 transaction(s) between 2016-09-22 and 2016-09-24 totaling $165.82 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-4070,C02354,C02354-K2,2016-09-28 08:19:32,2016-10-03 14:19:32,confirmed_fraud,account_takeover,3301381.0,3301381|3301771|3304460,3,2064.03,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-4070: cardholder C02354 reported unrecognized activity on card C02354-K2. 3 transaction(s) between 2016-09-26 and 2016-09-27 totaling $2,064.03 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-4160,C11891,C11891-K1,2016-09-30 08:59:51,2016-10-02 18:59:51,confirmed_fraud,card_not_present_fraud,3311844.0,3311844,1,90.54,,CREATE_CASE|BLOCK_CARD,No,Case CC-4160: cardholder C11891 reported unrecognized activity on card C11891-K1. 1 transaction(s) between 2016-09-29 and 2016-09-29 totaling $90.54 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a MotoE2(4G-LTE on chrome generic. Card blocked and reissued. Customer reimbursed.
CC-4163,C13171,C13171-K2,2016-09-30 09:42:15,2016-10-05 21:42:15,confirmed_fraud,card_not_present_new_device,3302372.0,3302372|3305687|3306629|3308640|3308682|3309941|3312546,7,582.46,,CREATE_CASE|BLOCK_CARD,No,"Case CC-4163: cardholder C13171 reported unrecognized activity on card C13171-K2. 7 transaction(s) between 2016-09-26 and 2016-09-29 totaling $582.46 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-4196,C09933,C09933-K2,2016-10-01 01:34:51,2016-10-05 20:34:51,confirmed_fraud,out_of_region_use,3304612.0,3304612|3304615|3309664|3312264,4,546.94,,CREATE_CASE|BLOCK_CARD,No,"Case CC-4196: cardholder C09933 reported unrecognized activity on card C09933-K2. 4 transaction(s) between 2016-09-27 and 2016-09-29 totaling $546.94 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-4277,C09933,C09933-K2,2016-10-03 00:39:11,2016-10-07 14:39:11,confirmed_fraud,out_of_region_use,3322706.0,3322706,1,209.86,,CREATE_CASE|BLOCK_CARD,No,"Case CC-4277: cardholder C09933 reported unrecognized activity on card C09933-K2. 1 transaction(s) between 2016-10-02 and 2016-10-02 totaling $209.86 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-4294,C07671,C07671-K2,2016-10-03 08:02:00,2016-10-08 22:02:00,confirmed_fraud,account_takeover,3320387.0,3320387|3324796,2,506.01,,CREATE_CASE|BLOCK_CARD,No,Case CC-4294: cardholder C07671 reported unrecognized activity on card C07671-K2. 2 transaction(s) between 2016-10-01 and 2016-10-02 totaling $506.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-4436,C02354,C02354-K2,2016-10-06 05:49:05,2016-10-07 00:49:05,confirmed_fraud,out_of_region_use,3312421.0,3312421|3315718|3317329|3319554|3319560|3319878|3319906|3319933|3326388|3331248|3333448,11,2610.53,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-4436: cardholder C02354 reported unrecognized activity on card C02354-K2. 11 transaction(s) between 2016-09-29 and 2016-10-05 totaling $2,610.53 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-4455,C09933,C09933-K2,2016-10-06 14:46:42,2016-10-10 17:46:42,confirmed_fraud,account_takeover,3332883.0,3332883|3335227|3335240,3,234.84,,CREATE_CASE|BLOCK_CARD,No,Case CC-4455: cardholder C09933 reported unrecognized activity on card C09933-K2. 3 transaction(s) between 2016-10-04 and 2016-10-05 totaling $234.84 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-4485,C13171,C13171-K2,2016-10-07 05:02:14,2016-10-11 03:02:14,confirmed_fraud,card_not_present_new_device,3334243.0,3334243|3334245|3337712,3,105.12,,CREATE_CASE|BLOCK_CARD,No,"Case CC-4485: cardholder C13171 reported unrecognized activity on card C13171-K2. 3 transaction(s) between 2016-10-05 and 2016-10-06 totaling $105.12 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a BLADE V8 SE Build/NRD90M on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed."
CC-4501,C11923,C11923-K2,2016-10-07 12:05:47,2016-10-11 15:05:47,confirmed_fraud,card_testing,3302336.0,3302336|3308522|3308562|3308616|3308868|3309553|3310510|3310512|3313166|3315275|3317939|3317948|3317954|3317956|3317959|3318049|3319832|3319913|3326416|3332442|3334086|3336192|3337324|3337374|3338428|3338446|3338472|3338475,28,1508.58,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-4501: cardholder C11923 reported unrecognized activity on card C11923-K2. 28 transaction(s) between 2016-09-26 and 2016-10-06 totaling $1,508.58 were confirmed fraudulent. A run of very small online authorizations followed by a larger purchase, consistent with testing a stolen card number before use. Card blocked and reissued. Customer reimbursed."
CC-4597,C09933,C09933-K2,2016-10-09 10:42:26,2016-10-15 00:42:26,confirmed_fraud,account_takeover,3347174.0,3347174,1,68.91,,CREATE_CASE|BLOCK_CARD,No,Case CC-4597: cardholder C09933 reported unrecognized activity on card C09933-K2. 1 transaction(s) between 2016-10-09 and 2016-10-09 totaling $68.91 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-4721,C02354,C02354-K2,2016-10-11 22:12:18,2016-10-16 18:12:18,confirmed_fraud,out_of_region_use,3341425.0,3341425|3341430|3341438|3342644|3345735|3345816|3347393|3349859|3349993|3351986,10,1386.57,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-4721: cardholder C02354 reported unrecognized activity on card C02354-K2. 10 transaction(s) between 2016-10-07 and 2016-10-10 totaling $1,386.57 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-4743,C11923,C11923-K2,2016-10-12 10:17:15,2016-10-14 03:17:15,cleared,none,,3357080,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-4743: model scored a $32.09 transaction at 0.96. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-4787,C09933,C09933-K2,2016-10-13 15:55:51,2016-10-17 18:55:51,confirmed_fraud,account_takeover,3356275.0,3356275|3356926|3357004|3358442,4,804.14,,CREATE_CASE|BLOCK_CARD,No,Case CC-4787: cardholder C09933 reported unrecognized activity on card C09933-K2. 4 transaction(s) between 2016-10-11 and 2016-10-12 totaling $804.14 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.
CC-4819,C13171,C13171-K2,2016-10-14 09:42:29,2016-10-15 03:42:29,cleared,none,,3363087,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-4819: model scored a $66.52 transaction at 0.92. Cardholder confirmed the purchase from a new phone. Device added to profile. Alert cleared.
CC-4942,C02354,C02354-K2,2016-10-17 13:58:18,2016-10-22 16:58:18,confirmed_fraud,out_of_region_use,3362805.0,3362805|3364912|3366319|3370000|3370038,5,1094.94,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-4942: cardholder C02354 reported unrecognized activity on card C02354-K2. 5 transaction(s) between 2016-10-14 and 2016-10-16 totaling $1,094.94 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-4957,C08623,C08623-K2,2016-10-18 00:16:26,2016-10-22 22:16:26,confirmed_fraud,out_of_region_use,3371052.0,3371052,1,48.02,,CREATE_CASE|BLOCK_CARD,No,"Case CC-4957: cardholder C08623 reported unrecognized activity on card C08623-K2. 1 transaction(s) between 2016-10-16 and 2016-10-16 totaling $48.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5010,C13171,C13171-K2,2016-10-19 03:56:05,2016-10-23 05:56:05,confirmed_fraud,card_not_present_new_device,3355424.0,3355424|3356092|3358142|3359129|3361971|3363181|3363297|3365800|3365863|3366112|3366217|3366268|3366481|3368201|3373657|3375081|3375082,17,629.26,,CREATE_CASE|BLOCK_CARD,No,"Case CC-5010: cardholder C13171 reported unrecognized activity on card C13171-K2. 17 transaction(s) between 2016-10-11 and 2016-10-18 totaling $629.26 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-A300H Build/LRX22G on chrome generic. Card blocked and reissued. Customer reimbursed."
CC-5026,C07987,C07987-K2,2016-10-19 12:21:43,2016-10-20 18:21:43,confirmed_fraud,out_of_region_use,3376101.0,3376101|3376146|3376171,3,309.86,,CREATE_CASE|BLOCK_CARD,No,"Case CC-5026: cardholder C07987 reported unrecognized activity on card C07987-K2. 3 transaction(s) between 2016-10-18 and 2016-10-18 totaling $309.86 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5092,C09933,C09933-K2,2016-10-21 03:28:03,2016-10-26 20:28:03,confirmed_fraud,out_of_region_use,3375430.0,3375430|3380309|3382539,3,215.07,,CREATE_CASE|BLOCK_CARD,No,"Case CC-5092: cardholder C09933 reported unrecognized activity on card C09933-K2. 3 transaction(s) between 2016-10-18 and 2016-10-20 totaling $215.07 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5441,C02354,C02354-K2,2016-10-29 16:31:52,2016-11-01 00:31:52,confirmed_fraud,out_of_region_use,3376144.0,3376144|3377280|3377384|3378212|3384000|3384316|3385775|3386981|3386983|3388208|3389127|3389161|3389261|3395191|3399218|3404260|3406464|3406477|3407535,19,2698.02,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-5441: cardholder C02354 reported unrecognized activity on card C02354-K2. 19 transaction(s) between 2016-10-18 and 2016-10-29 totaling $2,698.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-5521,C09933,C09933-K2,2016-10-31 13:33:09,2016-11-01 20:33:09,confirmed_fraud,account_takeover,3392668.0,3392668|3395273|3397540|3402399|3408153|3408273|3410985|3411056|3413312,9,730.52,,CREATE_CASE|BLOCK_CARD,No,Case CC-5521: cardholder C09933 reported unrecognized activity on card C09933-K2. 9 transaction(s) between 2016-10-24 and 2016-10-30 totaling $730.52 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.
CC-5558,C02354,C02354-K2,2016-11-01 12:12:15,2016-11-06 23:12:15,confirmed_fraud,card_not_present_fraud,3417221.0,3417221,1,8.2,,CREATE_CASE|BLOCK_CARD,No,Case CC-5558: cardholder C02354 reported unrecognized activity on card C02354-K2. 1 transaction(s) between 2016-10-31 and 2016-10-31 totaling $8.20 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
